CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
12009064800,Florida,Brevard,1,2838,1395,0,127,0.0447498,0,1,0,1,1,1,21.4,46471,0,1,0,1,0,0,0,1,264.4899146,2157.945386,264.4899146,134.0482976,1038.359777,134.0482976,2157.945386,0.7603754,1038.359777,0.3658773,430.3587079,0.151641546,555.2445099,0.195646409,1630.9123,0.574669591,333.0748337,0.117362521,19.85116168,0.006994772,2.999999994,0.001057082,19.04679815,0.006711345,152.0602966,0.05358009,186.0583034,0.065559656,198.6509838,0.142402139,146.5818481,0.105076594,264.4899146,0.093195883,134.0482976,0.047233368,27.99173319,0.00986319,79.08821458,0.027867588,237.4324624,0.083661897,14.15862849,0.004988946,1.046628147,0.000368791,0,0,2.3947368,0.000843811,9.457457047,0.003332437,13.11381789,0.004620796,45.45285866,0.032582694,19.54813374,0.014012999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,562,652,2233,359,25,3,22,196,230,210,175
12009064901,Florida,Brevard,1,6764,2638,0,1003,0.148285,0,0,0,0,0,0,18.6,58577,0,1,0,1,0,0,0,0,0.184148028,3053.377897,0.184148028,0.049085561,1222.456912,0.049085561,3053.377897,0.451416011,1222.456912,0.18072988,446.8390851,0.066061367,734.024153,0.108519242,2600.81041,0.384507748,186.9208853,0.027634667,125.2688438,0.018519936,0.705603044,0.000104317,6.172268932,0.000912518,133.4998904,0.019736826,260.160896,0.038462581,65.03612488,0.024653573,95.72865582,0.036288346,0.184148028,2.72247E-05,0.049085561,7.25688E-06,0,0,0.100444376,1.48498E-05,0.184148028,2.72247E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006036476,2.28828E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,903,1266,5343,587,426,4,12,392,699,128,187
12009064902,Florida,Brevard,1,3300,1597,0,183,0.0554545,1,1,1,1,1,1,32.1,21746,1,1,1,1,1,0,0,1,842.1776939,2469.727921,842.1776939,536.5473097,1527.506536,536.5473097,2469.727921,0.7484024,1527.506536,0.462880768,461.0735638,0.139719262,641.2952693,0.1943319,1033.825591,0.313280482,1329.206379,0.402789812,17.76911342,0.00538458,2.663920773,0.000807249,4.999999958,0.001515152,81.26292355,0.024625128,101.658977,0.030805751,231.8870824,0.14520168,366.1784643,0.229291462,842.1776939,0.255205362,536.5473097,0.162590094,168.5530541,0.051076683,180.841044,0.054800316,269.7917793,0.081755085,540.8012909,0.163879179,1.00000003,0.00030303,1.764148877,0.000534591,3.999999958,0.001212121,24.82047718,0.007521357,33.02816454,0.010008535,49.68623259,0.031112231,114.487212,0.071688924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201,565,811,1548,1568,36,3,8,137,161,381,543
12009065001,Florida,Brevard,1,2455,984,0,0,0,0,0,0,0,0,0,7.3,72560,1,1,1,1,1,0,0,0,1148.277797,2210.926976,1148.277797,156.7924703,314.8421268,156.7924703,2210.926976,0.900581253,314.8421268,0.128245265,421.5172675,0.171697461,348.4343104,0.141928436,2050.982896,0.835430915,32.49185184,0.01323497,44.3540435,0.01806682,1.999999968,0.000814664,10.81447385,0.004405081,70.28370561,0.028628801,111.688777,0.04549441,26.96159405,0.027399994,13.46691628,0.013685891,1148.277797,0.467730264,156.7924703,0.063866587,219.6899989,0.089486761,166.2037171,0.067700088,1052.607726,0.428760785,14.5961409,0.005945475,34.50395664,0.014054565,0.264027877,0.000107547,6.802192282,0.00277075,39.50375132,0.016091141,59.82750531,0.024369656,12.71069099,0.012917369,6.867759177,0.00697943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,468,382,2278,36,45,2,12,82,123,30,16
12009065021,Florida,Brevard,1,9906,4163,0,150,0.0151423,0,0,0,0,1,0,9.3,66164,1,1,1,1,1,0,0,1,2686.610086,7193.144057,2686.610086,488.1903271,1444.066041,488.1903271,7193.144057,0.726140123,1444.066041,0.145776907,1701.598573,0.171774538,1442.298744,0.1455985,6177.55917,0.623617926,288.3792772,0.029111577,383.4555938,0.038709428,2.00000003,0.000201898,9.85312162,0.000994662,331.8968747,0.033504631,666.6029224,0.067292845,181.4108031,0.04357694,235.1885572,0.056494969,2686.610086,0.271210386,488.1903271,0.049282286,727.6718704,0.073457689,346.107504,0.034939179,2249.3126,0.227065677,121.2024218,0.012235254,171.3769648,0.017300319,1.166678458,0.000117775,3.110133454,0.000313965,140.4412876,0.014177396,280.2428422,0.028290212,47.15058627,0.011326108,80.18400488,0.019261111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791,2186,2062,8404,494,499,2,22,485,997,310,322
12009065022,Florida,Brevard,1,4758,2052,0,0,0,0,0,0,0,0,0,10.3,60615,1,1,1,1,1,0,0,0,3049.812913,4743.088338,3049.812913,844.3799202,1383.189598,844.3799202,4743.088338,0.996865981,1383.189598,0.290708196,872.9370946,0.183467233,1235.744131,0.259719237,4042.477854,0.849617035,236.0000048,0.049600674,260.0000044,0.05464481,0,0,23.00000024,0.004833964,181.6104966,0.038169503,335.716105,0.07055824,71.89041082,0.035034313,163.14178,0.079503791,3049.812913,0.640986321,844.3799202,0.177465305,621.7286929,0.130670175,690.3371375,0.145089772,2520.689109,0.529779132,180.5047462,0.037937105,206.7833716,0.043460145,0,0,15.40579726,0.003237872,126.4299022,0.026572069,203.2066799,0.042708424,39.31345081,0.019158602,100.6379529,0.049043837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,875,1241,4057,236,260,0,23,182,337,65,148
12009065121,Florida,Brevard,1,6262,2781,0,0,0,0,1,0,0,0,1,25,45206,0,1,0,1,0,0,0,0,308.883249,2649.89305,308.883249,121.171741,1211.991307,121.171741,2649.89305,0.423170401,1211.991307,0.193546999,464.9518048,0.074249729,659.8305687,0.105370579,2029.327103,0.324070122,350.9440281,0.056043441,97.04315586,0.01549715,0.775896158,0.000123905,8.750996849,0.001397476,163.0518595,0.026038304,396.4412923,0.063309053,51.42276017,0.018490744,209.1406119,0.075203384,308.883249,0.049326613,121.171741,0.019350326,54.12199807,0.008642925,64.58490911,0.010313783,244.0765812,0.038977416,38.13150969,0.00608935,9.827682257,0.001569416,0.091610178,1.46295E-05,2.636424366,0.00042102,14.11943763,0.002254781,50.22202435,0.008020125,7.259556221,0.002610412,23.27017987,0.008367558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224,1239,1349,4437,1095,182,6,18,524,1048,115,488
12009065122,Florida,Brevard,1,6864,3240,0,246,0.0358392,0,1,0,0,0,1,27.5,33354,0,1,0,1,0,0,0,0,131.9789827,2583.585671,131.9789827,56.6314674,1390.726582,56.6314674,2583.585671,0.376396514,1390.726582,0.202611681,443.2217421,0.064571932,711.6511089,0.103678775,1929.357742,0.281083587,397.1123904,0.057854369,37.2690101,0.005429634,1.717815631,0.000250265,6.019977347,0.000877036,212.1087561,0.030901625,399.1627735,0.058153085,57.61854866,0.017783503,263.3883322,0.081292695,131.9789827,0.019227707,56.6314674,0.008250505,16.15724003,0.00235391,61.29381377,0.008929751,107.4115707,0.015648539,17.20696789,0.002506843,2.776680823,0.000404528,0.318747728,4.64376E-05,0.956243156,0.000139313,3.308772681,0.000482047,11.07604054,0.001613642,0.718372166,0.00022172,9.968316324,0.003076641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4026,1254,1364,4913,1206,136,5,25,579,1061,202,695
12009065123,Florida,Brevard,1,3644,1702,0,23,0.0063117,1,1,1,0,0,1,20.1,49438,1,1,1,1,1,0,0,0,840.0031944,3004.923509,840.0031944,527.3526071,1334.772271,527.3526071,3004.923509,0.824622258,1334.772271,0.366293159,503.1486578,0.138075921,769.5812991,0.211191355,2350.02036,0.644901306,518.1316809,0.142187618,19.83893017,0.005444273,1.999999976,0.000548847,16.56336882,0.004545381,98.36915601,0.026994829,126.0159557,0.034581766,99.69018948,0.058572379,250.1163304,0.146954366,840.0031944,0.230516793,527.3526071,0.144718059,202.0819902,0.05545609,135.6815518,0.037234235,387.5567414,0.106354759,405.6380473,0.111316698,7.765936676,0.002131157,0.999999947,0.000274424,3.643637231,0.0009999,34.39883042,0.009439855,30.27153743,0.008307228,16.53284722,0.009713776,59.16134934,0.0347599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,590,957,2931,547,25,2,17,122,153,124,275
12009065124,Florida,Brevard,1,2486,1021,0,112,0.0450523,1,1,1,1,1,1,44.8,26467,1,1,1,1,1,0,0,1,671.2711025,1769.823643,671.2711025,407.083074,1089.056002,407.083074,1769.823643,0.711916188,1089.056002,0.438075624,527.8422732,0.212325935,405.1273653,0.162963542,286.7197639,0.115333775,1422.826542,0.572335697,1.160624087,0.000466864,1.000000036,0.000402253,0,0,58.11670674,0.023377597,47.71410022,0.019193122,157.8877866,0.154640339,148.8941497,0.145831684,671.2711025,0.270020556,407.083074,0.163750231,226.0493859,0.090928957,102.3925992,0.041187691,46.02201536,0.018512476,592.7346056,0.238429045,0,0,0,0,0,0,32.51447818,0.013079034,19.11152885,0.007687662,62.48287146,0.061197719,54.2759225,0.053159571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,616,657,740,1591,70,1,0,84,85,229,249
12009065125,Florida,Brevard,1,5788,2808,0,111,0.0191776,0,0,0,0,0,0,17.6,50342,0,1,0,1,0,0,0,0,1.511043787,3221.573666,1.511043787,0.477261126,1037.491775,0.477261126,3221.573666,0.556595312,1037.491775,0.179248752,584.2136412,0.100935322,865.2427416,0.149489071,2421.694083,0.418399116,447.9398181,0.077391123,177.8673456,0.030730364,0.854162084,0.000147575,3.138882732,0.000542309,170.0793991,0.029384831,387.2923083,0.066912977,54.65961237,0.019465674,103.2299858,0.036762815,1.511043787,0.000261065,0.477261126,8.2457E-05,0.259036064,4.4754E-05,0.377760947,6.52662E-05,0.863453627,0.00014918,0.356174618,6.15367E-05,0.205070227,3.54302E-05,0,0,0,0,0.08634536,1.4918E-05,0.205070227,3.54302E-05,0,0,0.04967884,1.76919E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064,951,1569,4414,751,296,3,6,318,725,113,197
12009065201,Florida,Brevard,1,5447,2447,0,0,0,1,1,1,1,1,1,16.4,42008,1,1,1,1,1,0,0,1,5052.48311,5446.999991,5052.48311,2422.26734,2625.633883,2422.26734,5446.999991,0.999999998,2625.633883,0.482033024,1006.999996,0.184872406,1393.999998,0.25592069,4544.999975,0.834404255,584.9999967,0.107398567,57.00000003,0.010464476,4.000000024,0.000734349,34.99999912,0.006425555,220.9999991,0.040572792,601.9999988,0.110519552,260.9518286,0.106641532,424.9995527,0.173681877,5052.48311,0.927571711,2422.26734,0.444697511,965.5498527,0.177262686,1224.192475,0.224746186,4174.178479,0.766326139,565.8894516,0.103890114,56.09085694,0.010297569,4.000000024,0.000734349,34.99999912,0.006425555,217.3243028,0.039897981,575.3904532,0.105634377,240.1244264,0.098130129,387.1068309,0.158196498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,1007,1394,4545,585,57,4,35,221,602,239,392
12009065202,Florida,Brevard,1,5182,1997,0,83,0.016017,0,0,0,0,0,0,15.7,57328,1,1,1,1,1,0,0,0,897.7741498,4509.949863,897.7741498,338.589469,1816.175774,338.589469,4509.949863,0.870310664,1816.175774,0.350477764,982.0210744,0.18950619,759.4136854,0.146548376,3517.886429,0.678866544,591.3456714,0.114115336,75.51642219,0.014572833,4.999999971,0.000964878,14.8050118,0.002857007,305.3963116,0.058934062,548.4859204,0.105844446,42.40716266,0.021235434,176.8359877,0.08855082,897.7741498,0.173248582,338.589469,0.065339535,204.829733,0.039527158,153.2879224,0.029580842,729.5569437,0.140786751,107.480514,0.020741126,6.253112911,0.001206699,1.877967666,0.000362402,0.424270641,8.18739E-05,52.18133019,0.010069728,117.4264143,0.022660443,4.311766392,0.002159122,33.13846385,0.016594123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,1115,867,4026,690,88,5,16,357,638,43,196
12009065231,Florida,Brevard,0,5492,2206,0,0,0,0,0,0,0,0,0,17.2,72756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5492.00001,1.000000002,1779.824289,0.324075799,1067.000006,0.194282594,952.0000067,0.173343046,4892.000041,0.89075019,307.9999996,0.056081573,80.99999954,0.014748725,2.999999985,0.000546249,29.00000024,0.005280408,179.0000006,0.032592862,256.0000011,0.046613256,33.99409677,0.015409835,200.5454565,0.090909092,5331.902401,0.970848944,1718.101346,0.312837099,1008.035602,0.183546177,946.7738707,0.172391455,4798.770077,0.873774595,259.6886714,0.0472849,79.1181397,0.014406071,2.999999985,0.000546249,28.27040762,0.005147561,163.0551337,0.029689573,238.8132992,0.043483849,33.33335841,0.015110317,195.1033751,0.088442146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,1067,952,4892,308,81,3,29,179,256,36,193
12009065234,Florida,Brevard,0,3646,1959,0,0,0,0,0,0,0,0,1,11.6,43045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3560.304843,0.976496117,1640.675827,0.44999337,220.4204523,0.060455418,1696.280571,0.46524426,3462.174575,0.949581617,16.85427372,0.004622675,8.967616457,0.002459577,0,0,21.32020906,0.005847561,50.98816847,0.013984687,57.44024674,0.015754319,82.97354976,0.042355053,153.6265193,0.078420888,2492.278089,0.683565027,1160.808849,0.31837873,174.9268582,0.047977745,1111.015093,0.304721638,2418.358938,0.663290987,15.88157619,0.00435589,7.915923238,0.002171125,0,0,15.19656709,0.004168011,34.92508605,0.009579014,44.23579224,0.012132691,64.3208727,0.032833524,104.3438321,0.053263824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,225,1739,3544,17,9,0,22,54,60,80,142
12009065235,Florida,Brevard,1,5430,3106,0,0,0,1,1,1,1,1,1,22.1,44408,1,1,1,1,1,0,0,1,3595.787102,5296.923883,3595.787102,1703.860344,2509.637117,1703.860344,5296.923883,0.975492428,2509.637117,0.462179948,274.882325,0.050622896,3265.129452,0.601312975,5184.164562,0.954726439,22.00000056,0.004051565,14.37831243,0.00264794,0,0,8.324597871,0.001533075,68.05640197,0.012533407,88.67514158,0.016330597,109.8357804,0.035362453,304.784258,0.098127578,3595.787102,0.662207569,1703.860344,0.313786435,184.5746235,0.033991643,2218.137264,0.408496734,3524.469149,0.649073508,13.00000026,0.002394107,9.771970203,0.001799626,0,0,5.999999827,0.001104972,42.54597228,0.007835354,65.77199281,0.012112706,76.26137327,0.024552921,208.2608556,0.067051145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,286,3332,5304,22,15,0,9,80,98,89,264
12009065236,Florida,Brevard,0,1513,654,0,0,0,0,0,0,0,0,0,4.3,83681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.99999,0.999999993,361.3679139,0.238841979,195.0000036,0.128883016,319.0000029,0.210839394,1403.000008,0.927296767,53.00000111,0.035029743,13.00000003,0.008592201,0,0,4.999999968,0.003304693,39.00000058,0.025776603,71.0000008,0.046926636,0,0,81.88832546,0.125211507,1482.99628,0.980169386,354.2017688,0.234105597,193.9607623,0.128196142,309.177846,0.204347552,1374.751048,0.90862594,52.80033046,0.034897773,12.97773044,0.008577482,0,0,4.895995879,0.003235952,37.57119434,0.02483225,68.48877008,0.045266867,0,0,80.07079531,0.122432409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,195,319,1403,53,13,0,5,39,71,0,74
12009066101,Florida,Brevard,1,4047,1839,0,0,0,0,0,0,0,0,0,5.8,80875,1,1,1,1,1,0,0,0,785.0471912,2298.359381,785.0471912,112.9872785,391.1278371,112.9872785,2298.359381,0.567916823,391.1278371,0.096646364,384.1414645,0.094920055,766.7009245,0.189449203,2228.500863,0.550655019,13.03024182,0.003219729,23.91435439,0.005909156,0,0,1.980008513,0.000489253,30.9338978,0.007643661,76.79912472,0.018976804,16.7735149,0.009120998,33.47339757,0.018201956,785.0471912,0.193982503,112.9872785,0.027918774,68.92164417,0.017030305,419.1500773,0.103570565,765.0427929,0.189039484,3.24167484,0.000801007,4.269908846,0.00105508,0,0,0.296962798,7.33785E-05,12.19583885,0.00301355,21.42321485,0.005293604,0.671461692,0.000365123,13.54402408,0.007364885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,694,1136,3921,23,39,0,7,57,131,40,61
12009066103,Florida,Brevard,1,1908,988,0,0,0,0,0,0,0,0,0,8.5,69150,1,1,1,1,1,0,0,0,1744.937644,1907.999996,1744.937644,402.5077021,452.3721116,402.5077021,1907.999996,0.999999998,452.3721116,0.237092302,183.0000013,0.09591195,881.0000014,0.461740043,1852.999986,0.971173997,7.000000092,0.003668763,28.00000024,0.014675053,0,0,2.000000134,0.001048218,17.99999955,0.009433962,34.99999916,0.018343815,29.48431774,0.029842427,15.13347909,0.015317287,1744.937644,0.914537549,402.5077021,0.210957915,168.4950534,0.088309776,810.3138553,0.424692796,1695.964241,0.888870147,6.510536383,0.003412231,23.93124703,0.012542582,0,0,2.000000134,0.001048218,16.53160843,0.008664365,32.231427,0.016892781,26.11181682,0.026428964,13.85310946,0.014021366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,183,881,1853,7,28,0,2,18,35,26,14
12009066104,Florida,Brevard,1,4718,2207,0,0,0,0,0,0,0,0,0,10.6,77321,1,1,1,1,1,0,0,0,4364.48518,4474.299854,4364.48518,1063.633979,1089.648941,1063.633979,4474.299854,0.948346726,1089.648941,0.230955689,611.4485342,0.129599096,1446.733963,0.306641366,4337.069531,0.91926018,20.86262635,0.004421922,46.68384351,0.009894838,15.52626325,0.003290857,4.526263393,0.000959361,49.63131715,0.010519567,161.8828331,0.034311749,54.70220895,0.024785777,12.59109336,0.005705072,4364.48518,0.925071043,1063.633979,0.225441708,597.7438981,0.12669434,1407.294113,0.298281923,4230.819453,0.896740028,20.08393773,0.004256875,45.29088757,0.009599595,15.32726955,0.003248679,4.327269692,0.000917183,48.63634863,0.010308679,159.1314937,0.033728591,53.18170568,0.024096831,12.26361694,0.005556691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,643,1534,4573,22,50,16,5,52,167,61,14
12009066200,Florida,Brevard,1,2603,1219,0,0,0,0,0,0,0,0,0,15.2,84563,1,1,1,1,1,0,0,0,2161.898644,2602.999994,2161.898644,491.8864652,603.7937828,491.8864652,2602.999994,0.999999998,603.7937828,0.231960731,428.9999951,0.164809833,613.9999967,0.235881674,2459.000001,0.944679217,13.00000037,0.004994238,44.99999963,0.017287745,0,0,5.000000056,0.001920861,81.00000083,0.031117941,139.9999989,0.053784095,31.61598933,0.025936004,25.70826016,0.021089631,2161.898644,0.830541162,491.8864652,0.188969061,347.6621087,0.133562086,520.4119371,0.199927751,2037.781094,0.782858661,13.00000037,0.004994238,39.40978302,0.015140139,0,0,4.119075473,0.001582434,67.58869779,0.025965693,108.9641071,0.041860971,29.91360718,0.024539464,21.44097835,0.01758899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,429,614,2459,13,45,0,5,81,140,30,24
12009066301,Florida,Brevard,1,6292,2897,0,1,0.0001589,0,0,0,0,0,0,11.3,73977,1,1,1,1,1,0,0,0,2463.206759,4721.140471,2463.206759,462.9783277,1088.190441,462.9783277,4721.140471,0.750340189,1088.190441,0.172948258,919.159541,0.146083843,1103.594361,0.175396434,4454.344415,0.707937765,29.966752,0.004762675,118.7664505,0.018875787,1.453784019,0.000231053,7.719246209,0.001226835,108.8898194,0.017306074,240.8564726,0.038279795,74.72520701,0.025793996,106.4257443,0.036736536,2463.206759,0.39148232,462.9783277,0.073582061,495.5868572,0.078764599,560.9273138,0.089149287,2345.216903,0.372729959,7.393450342,0.001175056,54.60328306,0.008678208,0,0,1.953466261,0.000310468,54.03965936,0.00858863,119.7179046,0.019027003,43.11242648,0.014881749,55.28987682,0.019085218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,1151,1417,5878,63,163,5,12,171,343,97,152
12009066302,Florida,Brevard,1,4201,1843,0,0,0,0,0,0,0,0,0,9.8,90060,1,1,1,1,1,0,0,0,4200.999962,4200.999962,4200.999962,760.7541484,760.7541484,760.7541484,4200.999962,0.999999991,760.7541484,0.181088824,809.999989,0.192811233,982.9999902,0.233991904,3987.999925,0.949297768,34.9999999,0.00833135,97.99999876,0.023327779,0,0,3.999999914,0.000952154,75.99999858,0.01809093,194.9999973,0.046417519,23.19302699,0.012584388,62.49038423,0.033906882,4200.999962,0.999999991,760.7541484,0.181088824,809.999989,0.192811233,982.9999902,0.233991904,3987.999925,0.949297768,34.9999999,0.00833135,97.99999876,0.023327779,0,0,3.999999914,0.000952154,75.99999858,0.01809093,194.9999973,0.046417519,23.19302699,0.012584388,62.49038423,0.033906882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,810,983,3988,35,98,0,4,76,195,23,67
12009066400,Florida,Brevard,1,4994,2373,0,0,0,0,0,0,0,0,0,12.5,62089,0,1,0,1,0,0,0,0,10.24498951,2657.010465,10.24498951,3.90501636,790.9368641,3.90501636,2657.010465,0.532040542,790.9368641,0.158377426,419.5060643,0.084002015,794.9757246,0.159186168,2529.842836,0.506576459,11.76725212,0.002356278,46.91137845,0.009393548,0,0,2.774075277,0.000555482,65.71492063,0.013158775,96.30144614,0.019283429,71.82865986,0.030269136,26.70516337,0.011253756,10.24498951,0.00205146,3.90501636,0.000781942,2.044665523,0.000409424,2.055348718,0.000411564,9.771291223,0.001956606,0.235445246,4.71456E-05,0,0,0,0,0,0,0.238253012,4.77079E-05,0.236135336,4.72838E-05,0.406815468,0.000171435,0.115897865,4.88402E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,756,1412,4741,48,78,0,7,120,246,115,51
